str_no_string|НЯМА РАДКОЎ!
str_ms_t_upgrade_officer_infantry_guard_long_descr_fac4|Над пяхотнікамі заўсёды павінен стаяць сотнік, каб у войску быў парадак і было каму трэніраваць навабранцаў. 
str_ms_t_upgrade_officer_infantry_guard_long_descr_fac5|Над казакамі заўсёды павінен стаяць сотнік, каб у войску быў парадак і было каму трэніраваць навабранцаў. 
str_ms_t_upgrade_officer_infantry_guard_remour_descr_fac1|Пагаворваюць, быццам прызначылі новага сотніка жолнеров.
str_ms_t_upgrade_officer_infantry_guard_remour_descr_fac2|Пагаворваюць, быццам прызначылі новага сотніка Стральцоў.
str_ms_t_upgrade_officer_infantry_guard_remour_descr_fac3|У горадзе раз - пораз раздаецца грукат мушкетаў-новы азаб-ага добра трэніруе навабранцаў. 
str_ms_t_upgrade_officer_infantry_guard_remour_descr_fac4|Пагаворваюць, быццам прызначылі новага камандуючага пяхотай. 
str_ms_t_upgrade_officer_infantry_guard_remour_descr_fac5|Пагаворваюць, быццам прызначылі новага сотніка.
str_ms_t_upgrade_officer_cavalry_guard_short_descr_fac1|Сотнік панцырнай кавалерыі
str_ms_t_upgrade_officer_cavalry_guard_short_descr_fac2|Сотнік памеснай кавалерыі
str_ms_t_upgrade_officer_cavalry_guard_short_descr_fac3|Бешлі-ага
str_ms_t_upgrade_officer_cavalry_guard_short_descr_fac4|Капітан кірасіраў
str_ms_t_upgrade_officer_cavalry_guard_short_descr_fac5|Куренной атаман кавалерыі
str_ms_t_upgrade_officer_cavalry_guard_long_descr_fac1|Задача сотніка панцырнай кавалерыі-трэніраваць казакоў і сачыць, каб з лука страляць спадручныя былі. 
str_ms_t_upgrade_officer_cavalry_guard_long_descr_fac2|У сотніка задача простая-сабраць апалчэнне з памеснай дваранскай конніцы і даставіць яе да службы. 
str_ms_t_upgrade_officer_cavalry_guard_long_descr_fac3|Трэніроўка элітных воінаў-задавальненне не з танных, але яно таго варта.
str_ms_t_upgrade_officer_cavalry_guard_long_descr_fac4|Трэніроўка кірасіраў патрабуе і часу, і грошай, але яно таго варта - мала хто выстаіць перад ротай кірасіраў. 
str_ms_t_upgrade_officer_cavalry_guard_long_descr_fac5|Хоць вартаўнікі і не такія моцныя, як гусары, але задачу сваю выконваюць хвацка. Таму без іх у войску ніяк нельга. 
str_ms_t_upgrade_officer_cavalry_guard_remour_descr_fac1|Усё толькі і робяць, што абмяркоўваюць новага сотніка.
str_ms_t_upgrade_officer_cavalry_guard_remour_descr_fac2|Усё толькі і робяць, што абмяркоўваюць новага сотніка.
str_ms_t_upgrade_officer_cavalry_guard_remour_descr_fac3|У горадзе кіпіць жыццё - бешли-ага трэніруе новых воінаў так, быццам яны прызначаюцца самому хану!
str_ms_t_upgrade_officer_cavalry_guard_remour_descr_fac4|Усё толькі і робяць, што абмяркоўваюць новага капітана кірасіраў.
str_ms_t_upgrade_officer_cavalry_guard_remour_descr_fac5|Куренной атаман кавалерыі
str_ms_t_upgrade_officer_elite_guard_short_descr_fac1|Ротмістр
str_ms_t_upgrade_officer_elite_guard_short_descr_fac2|Ваявода
str_ms_t_upgrade_officer_elite_guard_short_descr_fac3|Карачы
str_ms_t_upgrade_officer_elite_guard_short_descr_fac4|Капітан лейб-гвардыі
str_ms_t_upgrade_officer_elite_guard_short_descr_fac5|Кашавы есаул 
str_ms_t_upgrade_officer_elite_guard_long_descr_fac1|Крылатыя гусары па праве лічацца элітай войска Рэчы Паспалітай. Армія, у якой служыць хоць бы рота крылатых гусар, мае шмат шанцаў на перамогу. 
str_ms_t_upgrade_officer_elite_guard_long_descr_fac2|Баярская кавалерыя-выдатна ўзброена і навучаная. З яе дапамогай можна адолець любога ворага.
str_ms_t_upgrade_officer_elite_guard_long_descr_fac3|Наша цяжкая кавалерыя па праве лічыцца лепшай ва ўсёй Еўропе!
str_ms_t_upgrade_officer_elite_guard_long_descr_fac4|Нашы шведскія рэйтары-па праве лічацца элітай шведскай арміі. 
str_ms_t_upgrade_officer_elite_guard_long_descr_fac5|Хоць нешматлікая Запароская кавалерыя, але яе высокая вывучка і дысцыпліна робяць яе грознай сілай на поле бою. 
str_ms_t_upgrade_officer_elite_guard_remour_descr_fac1|Паўсюль толькі і размоў, што з новымі войскамі нас чакае перамога. 
str_ms_t_upgrade_officer_elite_guard_remour_descr_fac2|Паўсюль толькі і размоў, што з новымі войскамі нас чакае перамога. 
str_ms_t_upgrade_officer_elite_guard_remour_descr_fac3|Паўсюль толькі і размоў, што з новымі войскамі нас чакае перамога. 
str_ms_t_upgrade_officer_elite_guard_remour_descr_fac4|Паўсюль толькі і размоў, што з новымі войскамі нас чакае перамога. 
str_ms_t_upgrade_officer_elite_guard_remour_descr_fac5|Паўсюль толькі і размоў, што з новымі войскамі нас чакае перамога. 
str_ms_t_upgrade_officer_mercenary_short_descr_fac1|Капітан наймітаў
str_ms_t_upgrade_officer_mercenary_short_descr_fac2|Капітан наймітаў
str_ms_t_upgrade_officer_mercenary_short_descr_fac3|Ерлі-кулу
str_ms_t_upgrade_officer_mercenary_short_descr_fac4|Капітан наймітаў
str_ms_t_upgrade_officer_mercenary_short_descr_fac5|Капітан наймітаў
str_ms_t_upgrade_officer_mercenary_long_descr_fac1|Найміты ў атрадзе ніколі не бываюць лішнімі - яны дасведчаныя і з шабляй ўмеюць звяртацца. А капітан наймітаў патрэбен, каб байцоў самых лепшых падабраць.
str_ms_t_upgrade_officer_mercenary_long_descr_fac2|Найміты ў атрадзе ніколі не бываюць лішнімі - яны дасведчаныя і з шабляй ўмеюць звяртацца. А капітан наймітаў патрэбен, каб байцоў самых лепшых падабраць.
